16.09.2019                                                      Dynamische Listenausgabe                                                              1;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Stf;Pos.;EKG;Material P;Objektkurztext;     Menge;ME;SchGut;R;Werk;LOrt;ArbPlatz;ZTP;ÄndNr;Horiz;DMk;BeschArt;MArt
;4;415;W05;500279403;Rohrkabelschuh 25-6 mehrdr.YAV25M6;8;ST;X;;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;428;W12;500418142;Rohrkabelschuh 70-10 feind.schmal 7SG/10;1;ST;X;;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;430;W12;500249264;Rohrkabelschuh 95-8 feindr.schmal 8SG/8;1;ST;X;;86;88;EGKK;SP;75653;1;PD;F;ROH
;4;431;W12;500403473;Rohrkabelschuh 95-10 feind.schmal 8SG/10;2;ST;X;;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;456;W12;500249239;Rohrkabelschuh 50-6 mehrdr.YAV50M6;6;ST;X;;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;457;W12;500225400;Rohrkabelschuh 50-10 mehrdr.YAV50M10;6;ST;X;;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;460;W09;500264978;Rohrkabelschuh 70-8 feindr.YAV70FM8;1;ST;;;86;88;EGKK;SP;75653;1;PD;F;ROH
;4;461;W02;500242930;Rohrkabelschuh 95-8 feindr.YAV95FM8;1;ST;X;;86;88;EGKK;SP;75653;1;PD;F;ROH
;4;693;W09;500543616;Befestigungsbinder 2-teilig;2;ST;X;;86;88;EGKK;SP;W-FIN001;1;ND;F;ROH
;4;707;W12;500332900;Kabelanker TMEH-S25-Q0 PA6.6 sw Panduit;3;ST;X;;86;88;EGKK;SP;W-FIN001;1;ND;F;ROH
;4;713;W02;500500202;Kantenschutz 4610118 EPDM schwarz;    0,500;M;;1;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;774;W04;81610147S;Endklammer für TS35 10mm breit grau;2;ST;X;;86;88;EGKK;SP;W-FIN001;1;ND;F;ROH
;4;775;W04;650026916;Gruppenschildträger 10mm breit weiß;1;ST;X;;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;777;W05;500225830;Schutzstreifen,transparent;1;ST;X;;86;88;EGKK;SP;W-FIN001;1;ND;F;ROH
;4;795;W05;500480841;Bolzenklemme 3 Bolzen, M10, 6-120mm2;2;ST;X;;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;796;W12;500480844;Trennwand 2mm dick, 157mm lang, grau;3;ST;X;;86;88;EGKK;SP;W-FIN001;1;PD;F;ROH
;4;1;W09;500036716;Montagepaste Klüber 46MR401;    0,000;KG;;1;86;88;EGKK;SP;75134;1;PD;F;ROH
;4;1;W09;500098888;Plexus MA 420-2K-MMA;    0,000;KG;;1;86;88;EGKK;SP;70887;1;PD;F;ROH
;4;1000;W12;500540613_Z;Zuschnitt GKK SM2 08.10;1;ST;;1;86;15;EGKK;SP;73899;1;PD;F;HALB
;4;1;W09;650010412;Sechskantm.M10 ISO4032-A4-80;4;ST;X;;86;88;EGKK;SP;W-VIE001;1;ND;F;ROH
;4;2;W09;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;8;ST;X;;86;88;EGKK;SP;W-VIE001;1;ND;F;ROH
;4;3;W09;500344589;Sechskantschr.M10x40 ISO4017-A4-80;4;ST;X;;86;88;EGKK;SP;W-VIE001;1;ND;F;ROH
;4;951;W02;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;;1;86;88;EGKK;SP;72340;1;PD;F;ROH
;4;1;W09;650010412;Sechskantm.M10 ISO4032-A4-80;2;ST;X;;86;88;EGKK;SP;W-VIE001;1;ND;F;ROH
;4;2;W09;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;4;ST;X;;86;88;EGKK;SP;W-VIE001;1;ND;F;ROH
;4;3;W09;500344589;Sechskantschr.M10x40 ISO4017-A4-80;2;ST;X;;86;88;EGKK;SP;W-VIE001;1;ND;F;ROH
;4;951;W02;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,002;KG;;1;86;88;EGKK;SP;72340;1;PD;F;ROH
;4;1;W09;815001308;Sperrkantscheibe SKS-6-NrFSt;2;ST;X;;86;88;EGKK;SP;W-VIE001M;1;ND;F;ROH
;4;2;W09;700014162;Sechskantschr.M6x16 ISO4017-A2-70;2;ST;X;;86;88;EGKK;SP;W-VIE001M;1;ND;F;ROH
;4;951;W02;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,002;KG;;1;86;88;EGKK;SP;72340;1;PD;F;ROH
;4;1;W09;500552942;E-Cupal Unterlegscheibe M6;9;ST;X;;86;88;EGKK;SP;W-VIE001M;1;PD;F;ROH
;4;2;W09;815001308;Sperrkantscheibe SKS-6-NrFSt;9;ST;X;;86;88;EGKK;SP;W-VIE001M;1;ND;F;ROH
;4;3;W09;700019595;Sechskantm.M6 ISO4032-A2-70;9;ST;X;;86;88;EGKK;SP;W-VIE001M;1;ND;F;ROH
;4;952;W15;67000067S;Kontaktfett Contactal HPG;    0,009;KG;;1;86;88;EGKK;SP;72340;1;PD;F;ROH
;3;3;B30;500551853;Kabelbaum Dach SM2-RO-002-HV;1;ST;;1;86;15;E3MOB2;SP;70852;200;PD;E;HALB
;4;1;W05;500562557;Dach Kabelkanal geschw SM HV;1;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;2;W05;500560963;Dachkonsole FIN vst;8;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;3;W02;500551927;Winkel Kabelrinne;16;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;4;W05;500563595;Deckel CO2 Alu 125x2200;1;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;5;W05;500563596;Deckel CO2 Alu 125x700;1;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;6;W05;500557612;Flachkopfschraube M6x15-V4A;16;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;7;W09;815001288;Sperrkantscheibe SKM-6-NrFst (A4);40;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;8;W09;650010410;Sechskantm.M6 ISO4032-A4-80;40;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;9;W09;500372958;Senkschr.M6x16 ISO10642-A4-80;24;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;10;W05;500008825;Befestigung CLIPS O3 Nr.023450;28;ST;;1;86;88;EKAB;SP;75501;1;PD;F;ROH
;4;11;W02;500500202;Kantenschutz 4610118 EPDM schwarz;    0,435;M;;1;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;12;W02;500462345;Kantenschutz 4610117 EPDM schwarz;    0,810;M;;1;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;13;W05;500563996;Aussteifung;2;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;50;W05;500561878;Verschraubungsplatte HV EN485-4;2;ST;;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;51;W02;500553568;Dichtung 2x161x331 AM M661 EPDM;2;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;55;W02;500465020;Erdband 50mm2 300/6,5/10,5          P049;2;ST;X;;86;88;EKAB;SP;74501;1;ND;F;ROH
;4;409;W12;500349458;Rohrkabelschuh 16-5 mehrdr.YAV16M5;1;ST;X;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;410;W12;500242877;Rohrkabelschuh 16-6 mehrdr.YAV16M6;1;ST;X;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;411;W12;500242878;Rohrkabelschuh 16-8 mehrdr.YAV16M8;1;ST;X;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;412;W12;500225384;Rohrkabelschuh 16-10 mehrdr.YAV16M10;1;ST;X;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;434;W12;500397401;Rohrkabelschuh 120-10feind.schmal 9SG/10;4;ST;X;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;502;W02;500393007;Kabelverschraubung M20x1,5 BG820 Ms vern;2;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;504;W04;500448766;Kabelverschraubung M32x1,5 / L 15mm;4;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;513;W09;500488363;Verschlussschr.M20x1,5 87220/6k/15lg;2;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;515;W09;500465652;Verschlussschr.M32x1,5 87232/6k/15lg;1;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;545;W09;500192217;Flachdichtung M20 Di20 Da25 1dick PTFE;4;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;547;W09;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;6;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;548;W09;500240670;Flachdichtung M40 Di40 Da47 1dick PTFE;2;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;561;W11;650117375;Schutzschlauch NW29-PA12;4,000;M;;1;86;88;EKAB;SP;73827;1;PD;F;ROH
;4;570;W11;500447000;Anschlussarmatur NKNH-M323-13: PMA;1;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;572;W11;500447002;Anschlussarmatur NKNH-M409-13: PMA;2;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;1;W09;500036716;Montagepaste Klüber 46MR401;    0,000;KG;;1;86;88;EKAB;SP;75134;1;PD;F;ROH
;4;11;W09;500340296;Loctite 243 Schraubensicherung;    0,012;KG;;1;86;88;EKAB;SP;W-VIE001;1;PD;F;ROH
;4;1001;;500551853_S;Stecker Kabelbaum Dach SM2-RO-002-HV;1;ST;;1;86;15;EKAB;SP;73363;200;PD;E;HALB
;5;560;W02;650116932;Schutzschlauch NW23-PA12-schwarz;3,000;M;;1;86;88;ESTECK4;SP;73363;1;PD;F;ROH
;5;1001;W12;500551853_Z;Zuschnitt Kabelbaum Dach SM2-RO-002-HV;1;ST;;1;86;15;ESTECK4;SP;73363;1;PD;F;HALB
;5;1;W11;500416625;Tüllengehäuse Han HPR,BG 6B M32,seitlich;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;5;2;W10;500137710;Gelenkrahmen BG 6B,A-B;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;10;W11;811013065;Buchseneinsatz Han C-Modul 5mm Kabeld.;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;5;20;W10;500072003;Kontaktbuchse 1,5mm2 Han C, Ag;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;21;W12;500035824;Kontaktbuchse 2,5mm2 Han C, Ag;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;5;60;W11;500447000;Anschlussarmatur NKNH-M323-13: PMA;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;61;W09;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;11;W09;500340296;Loctite 243 Schraubensicherung;    0,001;KG;;1;86;88;ESTECK4;SP;W-VIE001;1;PD;F;ROH
;4;1;W09;500552942;E-Cupal Unterlegscheibe M6;2;ST;X;;86;88;EKAB;SP;W-VIE001;1;PD;F;ROH
;4;2;W09;815001308;Sperrkantscheibe SKS-6-NrFSt;2;ST;X;;86;88;EKAB;SP;W-VIE001;1;ND;F;ROH
;4;3;W09;650010410;Sechskantm.M6 ISO4032-A4-80;2;ST;X;;86;88;EKAB;SP;W-VIE001;1;ND;F;ROH
;4;4;W05;500557612;Flachkopfschraube M6x15-V4A;2;ST;;;86;88;EKAB;SP;72340;1;PD;F;ROH
;4;952;W15;67000067S;Kontaktfett Contactal HPG;    0,002;KG;;1;86;88;EKAB;SP;72340;1;PD;F;ROH
;3;4;B30;500540614;Kabelbaum Dach SM2-RO-001-LV;1;ST;;1;86;15;E3MOB2;SP;70852;200;PD;E;HALB
;4;1;W05;500562558;Dach Kabelkanal geschw SM LV;1;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;2;W05;500560963;Dachkonsole FIN vst;8;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;3;W02;500551927;Winkel Kabelrinne;16;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;4;W05;500555272;DECKEL CO2 ALU 150X2100;1;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;5;W05;500557355;DECKEL CO2 ALU 150X770;1;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;6;W05;500557612;Flachkopfschraube M6x15-V4A;16;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;7;W09;815001288;Sperrkantscheibe SKM-6-NrFst (A4);40;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;8;W09;650010410;Sechskantm.M6 ISO4032-A4-80;40;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;9;W09;500372958;Senkschr.M6x16 ISO10642-A4-80;24;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;10;W05;500008825;Befestigung CLIPS O3 Nr.023450;28;ST;;1;86;88;EKAB;SP;75501;1;PD;F;ROH
;4;11;W02;500500202;Kantenschutz 4610118 EPDM schwarz;    0,490;M;;1;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;12;W02;500462345;Kantenschutz 4610117 EPDM schwarz;1,100;M;;1;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;13;W05;500563996;Aussteifung;2;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;50;W05;500561877;Verschraubungsplatte 24V EN485-4;2;ST;;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;51;W02;500553568;Dichtung 2x161x331 AM M661 EPDM;2;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;55;W02;500465020;Erdband 50mm2 300/6,5/10,5          P049;2;ST;X;;86;88;EKAB;SP;74501;1;ND;F;ROH
;4;428;W12;500418142;Rohrkabelschuh 70-10 feind.schmal 7SG/10;4;ST;X;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;431;W12;500403473;Rohrkabelschuh 95-10 feind.schmal 8SG/10;2;ST;X;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;434;W12;500397401;Rohrkabelschuh 120-10feind.schmal 9SG/10;2;ST;X;;86;88;EKAB;SP;73243;1;PD;F;ROH
;4;503;W04;500393009;Kabelverschraubung M25x1,5 BG825 Ms vern;6;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;504;W04;500448766;Kabelverschraubung M32x1,5 / L 15mm;2;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;513;W09;500488363;Verschlussschr.M20x1,5 87220/6k/15lg;1;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;515;W09;500465652;Verschlussschr.M32x1,5 87232/6k/15lg;1;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;545;W09;500192217;Flachdichtung M20 Di20 Da25 1dick PTFE;1;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;546;W09;500190715;Flachdichtung M25 Di25 Da31 1,0dick PTFE;6;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;547;W09;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;4;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;548;W09;500240670;Flachdichtung M40 Di40 Da47 1dick PTFE;6;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;561;W11;650117375;Schutzschlauch NW29-PA12;13,000;M;;1;86;88;EKAB;SP;W-FIN001M;1;PD;F;ROH
;4;570;W11;500447000;Anschlussarmatur NKNH-M323-13: PMA;1;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;572;W11;500447002;Anschlussarmatur NKNH-M409-13: PMA;6;ST;X;;86;88;EKAB;SP;73243;1;ND;F;ROH
;4;1;W09;500036716;Montagepaste Klüber 46MR401;    0,000;KG;;1;86;88;EKAB;SP;75134;1;PD;F;ROH
;4;11;W09;500340296;Loctite 243 Schraubensicherung;    0,017;KG;;1;86;88;EKAB;SP;W-VIE001;1;PD;F;ROH
;4;1001;;500540614_S;Stecker Kabelbaum Dach SM2-RO-001_LV;1;ST;;1;86;15;EKAB;SP;73363;200;PD;E;HALB
;5;560;W02;650116932;Schutzschlauch NW23-PA12-schwarz;5,000;M;;1;86;88;ESTECK4;SP;73363;1;PD;F;ROH
;5;1001;W12;500540614_Z;Zuschnitt Kabelbaum Dach SM2-RO-001-LV;1;ST;;1;86;15;ESTECK4;SP;73363;1;PD;F;HALB
;5;1;W11;500395668;Tüllengehäuse Han HPR,BG 16B M32 seitl.;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;5;2;W10;650086162;Gelenkrahmen A-D BG 16B-Zink-Druckguss;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;10;W04;500065251;Buchseneinsatz Han DD-Modul;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;11;W11;500036953;Buchseneinsatz Han Quintax/Coax-Modul;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;5;20;W04;500137624;Buchsenkontakt 3-9,5-ME;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;21;W04;500019895;Kontaktbuchse;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;30;W10;500036051;Kontaktbuchse 0,14-0,37mm2 Han D, Au;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;31;W10;500036050;Kontaktbuchse 1,0mm2 Han D, Au;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;32;W12;650089473;Kontaktbuchse 0,5mm2 Han D, Au;6;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;50;W10;500229183;Quintax-Metalladapter;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;60;W11;500447000;Anschlussarmatur NKNH-M323-13: PMA;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;61;W09;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;11;W09;500340296;Loctite 243 Schraubensicherung;    0,001;KG;;1;86;88;ESTECK4;SP;W-VIE001;1;PD;F;ROH
;4;1;W09;500552942;E-Cupal Unterlegscheibe M6;2;ST;X;;86;88;EKAB;SP;W-VIE001;1;PD;F;ROH
;4;2;W09;815001308;Sperrkantscheibe SKS-6-NrFSt;2;ST;X;;86;88;EKAB;SP;W-VIE001;1;ND;F;ROH
;4;3;W09;650010410;Sechskantm.M6 ISO4032-A4-80;2;ST;X;;86;88;EKAB;SP;W-VIE001;1;ND;F;ROH
;4;4;W05;500557612;Flachkopfschraube M6x15-V4A;2;ST;;;86;88;EKAB;SP;72340;1;PD;F;ROH
;4;952;W15;67000067S;Kontaktfett Contactal HPG;    0,002;KG;;1;86;88;EKAB;SP;72340;1;PD;F;ROH
;4;1;W11;100234858;M12-Steckverbinder gerade 4P crimp-M12 *;1;ST;X;;86;88;EKAB;SP;W-VIE001M;1;PD;F;ROH
;4;30;W04;500348397;Kontaktstift 0,25-0,52mm2 D-Sub, Au;4;ST;X;;86;88;EKAB;SP;W-VIE001M;1;ND;F;ROH
;4;1;W05;81611494S;1-Leiter-Federleiste X-COM 5pol.grau;3;ST;X;;86;88;EKAB;SP;W-VIE001M;1;ND;F;ROH
;4;40;W05;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;3;ST;X;;86;88;EKAB;SP;W-VIE001M;1;PD;F;ROH
;4;1;W05;81611493S;1-Leiter-Federleiste X-COM 10pol.grau;27;ST;X;;86;88;EKAB;SP;W-VIE001M;1;ND;F;ROH
;4;40;W05;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;54;ST;X;;86;88;EKAB;SP;W-VIE001M;1;PD;F;ROH
;3;5;B30;500561101;Kabelbaum Dach SM2-RO-003;1;ST;;1;86;15;E3MOB2;SP;70852;200;PD;E;HALB
;4;50;W05;500561890;Verschraubungsplatte GKK;1;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;51;W05;500561879;Verschraubungsplatte GKK;1;ST;;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;52;W02;500554923;Dichtung 2x196x187 AM M661 EPDM;2;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;153;W02;500341125;Verschlussbolzen BO6,0x25;4;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;405;W12;500279406;Rohrkabelschuh 10-6 mehrdr.YAV10M6;8;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;410;W12;500242877;Rohrkabelschuh 16-6 mehrdr.YAV16M6;2;ST;X;;86;88;EKAB;SP;75515;1;PD;F;ROH
;4;411;W12;500242878;Rohrkabelschuh 16-8 mehrdr.YAV16M8;1;ST;X;;86;88;EKAB;SP;75515;1;PD;F;ROH
;4;412;W12;500225384;Rohrkabelschuh 16-10 mehrdr.YAV16M10;1;ST;X;;86;88;EKAB;SP;75515;1;PD;F;ROH
;4;434;W12;500397401;Rohrkabelschuh 120-10feind.schmal 9SG/10;2;ST;X;;86;88;EKAB;SP;W-FIN001;1;PD;F;ROH
;4;437;W12;500464651;Rohrkabelschuh 150-10 feind.schm.10SG/10;4;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;504;W04;500448766;Kabelverschraubung M32x1,5 / L 15mm;6;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;517;W02;500359008;UNI Mehrfachverschraubung M32x1,5-23255;2;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;538;W02;500175546;Gegenm.M16x1,5 216/5 Ms,vern.;1;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;539;W09;500175549;Gegenm.M20x1,5 220/5 Ms,vern.;1;ST;X;;86;88;EKAB;SP;74501;1;PD;F;ROH
;4;541;W04;500175553;Gegenm.M32x1,5 232/5 Ms,vern.;6;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;544;W09;500367076;Flachdichtung M16 Di16 Da20 1dick PTFE;1;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;545;W09;500192217;Flachdichtung M20 Di20 Da25 1dick PTFE;1;ST;X;;86;88;EKAB;SP;74501;1;ND;F;ROH
;4;547;W09;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;8;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;558;W11;650117378;Schutzschlauch PMA-Flex NW12 PCST-12B;    0,600;M;;1;86;88;EKAB;SP;73827;1;PD;F;ROH
;4;560;W02;650116932;Schutzschlauch NW23-PA12-schwarz;1,800;M;;1;86;88;EKAB;SP;73827;1;PD;F;ROH
;4;564;W11;500453761;Anschlussarmatur NKNH-M160-10: PMA;2;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;566;W11;500446816;Anschlussarmatur NKNH-M202-10: PMA;2;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;570;W11;500447000;Anschlussarmatur NKNH-M323-13: PMA;5;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;597;W09;500175491;Flachdichtung M16 Di16 Da20 2dick PTFE;1;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;598;W09;500175493;Flachdichtung M20 Di20 Da25 2dick PTFE;1;ST;X;;86;88;EKAB;SP;74501;1;ND;F;ROH
;4;600;W09;500175498;Flachdichtung M32 Di32 Da39 3dick PTFE;5;ST;X;;86;88;EKAB;SP;W-FIN001;1;ND;F;ROH
;4;1;W09;500036716;Montagepaste Klüber 46MR401;    0,000;KG;;1;86;88;EKAB;SP;75134;1;PD;F;ROH
;4;11;W09;500340296;Loctite 243 Schraubensicherung;    0,015;KG;;1;86;88;EKAB;SP;W-VIE001;1;PD;F;ROH
;4;1001;;500561101_S;Stecker Kabelbaum Dach SM2-RO-003;1;ST;;1;86;15;EKAB;SP;73363;200;PD;E;HALB
;5;560;W02;650116932;Schutzschlauch NW23-PA12-schwarz;1,000;M;;1;86;88;ESTECK4;SP;73827;1;PD;F;ROH
;5;1001;W12;500561101_Z;Zuschnitt Kabelbaum Dach SM2-RO-003;1;ST;;1;86;15;ESTECK4;SP;73363;1;PD;F;HALB
;5;1;W11;500281692;Tüllengehäuse Han HPR,BG 24B M32,seitl.;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;5;2;W10;500075133;Gelenkrahmen BG 24B, A-F;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;10;W11;500036953;Buchseneinsatz Han Quintax/Coax-Modul;2;ST;X;;86;88;ESTECK4;SP;73244;1;PD;F;ROH
;5;11;W04;500065251;Buchseneinsatz Han DD-Modul;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;20;W04;500137624;Buchsenkontakt 3-9,5-ME;2;ST;X;;86;88;ESTECK4;SP;73244;1;ND;F;ROH
;5;21;W04;500020866;Kontaktbuchse 2,5mm2-versilbert;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;22;W04;500019895;Kontaktbuchse;13;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;30;W10;500036051;Kontaktbuchse 0,14-0,37mm2 Han D, Au;4;ST;X;;86;88;ESTECK4;SP;74062;1;ND;F;ROH
;5;31;W12;650089473;Kontaktbuchse 0,5mm2 Han D, Au;4;ST;X;;86;88;ESTECK4;SP;74062;1;ND;F;ROH
;5;50;W10;500229183;Quintax-Metalladapter;2;ST;X;;86;88;ESTECK4;SP;73244;1;ND;F;ROH
;5;60;W11;500447000;Anschlussarmatur NKNH-M323-13: PMA;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;61;W09;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;11;W09;500340296;Loctite 243 Schraubensicherung;    0,001;KG;;1;86;88;ESTECK4;SP;W-VIE001;1;PD;F;ROH
;5;1;W02;500361242;Buchsengehäuse Superseal 3pol.;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;20;W12;500361233;Kontaktbuchse 0,75-1,5mm2 Superseal,verz;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;40;W04;500352591;Einzelleiterdichtung 1,8-2,4mm Superseal;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;5;P080;W11;500543770;Coax Stecker N Male 50 Ohm;1;ST;X;;86;88;ESTECK4;SP;73363;1;ND;F;ROH
