Stf;Pos.;MaterialP;Objektkurztext;Menge;ME;Werk;ZTP;Horiz;DMk;BeschArt;MArt;R;LOrt;ÄndNr;ArbPlatz;EKG;SchGut
2;22;540910GA;Anbau Aussenschilder;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500510992;Klebeschild: Anhebestelle;12;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W05;X
2;23;540877GA;Layout Fahrwerke;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500566414;Triebdrehgstell Innsbruck;1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S8MOB2;W01;
3;8;500566476;Deckel;1;ST;86;SP;1;PD;F;LBEI;;88;73727;S8MOB2;W01;
3;9;500497615;O-RING 100x2,5-N70 B;1;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W05;
3;10;500438217;Sechskantschraube M20x80 ISO4017-8.8-Ge*;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W09;
3;11;500438196;Sperrkantscheibe SKM-20 FSt Geomet 321A;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W09;
3;27;500497612;LAMELLENSTOPFEN-LDPE-SCHWARZ GPN 320 GL;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W10;
3;28;500567584;LANGZEIT--AUTOL TOP 2000;    0,010;KG;86;SP;1;PD;F;ROH;1;88;73727;S8MOB2;W09;
3;1;650010412;Sechskantm.M10 ISO4032-A4-80;1;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;2;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;2;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;3;500329842;Sechskantschr.M10x30 ISO4017-A4-80;1;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;86;SP;1;PD;F;ROH;1;88;72340;S8MOB2;W02;
3;1;500566415;Laufdrehgstell Innsbruck mit SKS & RRS;1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S8MOB2;W01;
3;2;500566416;Laufdrehgstell Innsbruck mit SKS;1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S8MOB2;W01;
3;3;500566417;Laufdrehgstell Innsbruck mit Fahrkopfs.;1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S8MOB2;W01;
3;10;500566476;Deckel;1;ST;86;SP;1;PD;F;LBEI;;88;73727;S8MOB2;W01;
3;11;500497615;O-RING 100x2,5-N70 B;1;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W05;
3;12;500438217;Sechskantschraube M20x80 ISO4017-8.8-Ge*;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W09;
3;13;500438196;Sperrkantscheibe SKM-20 FSt Geomet 321A;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W09;
3;22;500497612;LAMELLENSTOPFEN-LDPE-SCHWARZ GPN 320 GL;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W10;
3;23;500567584;LANGZEIT--AUTOL TOP 2000;    0,010;KG;86;SP;1;PD;F;ROH;1;88;73727;S8MOB2;W09;
3;1;650010412;Sechskantm.M10 ISO4032-A4-80;1;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;2;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;2;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;3;500329842;Sechskantschr.M10x30 ISO4017-A4-80;1;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;86;SP;1;PD;F;ROH;1;88;72340;S8MOB2;W02;
3;1;500566414;Triebdrehgstell Innsbruck;1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S8MOB2;W01;
3;8;500566476;Deckel;1;ST;86;SP;1;PD;F;LBEI;;88;73727;S8MOB2;W01;
3;9;500497615;O-RING 100x2,5-N70 B;1;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W05;
3;10;500438217;Sechskantschraube M20x80 ISO4017-8.8-Ge*;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W09;
3;11;500438196;Sperrkantscheibe SKM-20 FSt Geomet 321A;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W09;
3;27;500497612;LAMELLENSTOPFEN-LDPE-SCHWARZ GPN 320 GL;4;ST;86;SP;1;PD;F;ROH;;88;73727;S8MOB2;W10;
3;28;500567584;LANGZEIT--AUTOL TOP 2000;    0,010;KG;86;SP;1;PD;F;ROH;1;88;73727;S8MOB2;W09;
3;1;650010412;Sechskantm.M10 ISO4032-A4-80;1;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;2;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;2;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;3;500329842;Sechskantschr.M10x30 ISO4017-A4-80;1;ST;86;SP;1;ND;F;ROH;;88;W-VIE001;S8MOB2;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;86;SP;1;PD;F;ROH;1;88;72340;S8MOB2;W02;
2;24;567362GA;Layout Schürzenklappe 5-Teiler;1;ST;86;SP;300;PD;E;HALB;1;15;70852;INV;;
3;1;500571715;Schürzenklappe isoliert;2;ST;86;SP;1;PD;F;ROH;;88;73814;S8MOB2;W06;
3;2;500566372;Scharnier Schürzenklappe;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;3;500569294;Scharnier Abdeckung lackiert;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500566387;Konsole 2 li kpl;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;5;500547273;Konsole 1 re kpl;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;6;500057305;Sperrkantscheibe SKB-8-NrFSt;24;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;7;500329819;Sechskantschr.M8x25 ISO4017-A4-80;12;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;8;650010411;Sechskantm.M8 ISO4032-A4-80;12;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;9;500568809;Beilage 3mm;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;10;500566376;Beilage 2mm;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;11;500566375;Beilage 1mm;12;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;X
3;12;77001266S;Vorreiberschloss kpl. EMKA;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W11;
3;13;63000371S;MEGI-Anschlagpuffer Shore mittel;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W11;X
3;14;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;15;650010410;Sechskantm.M6 ISO4032-A4-80;10;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;16;500571957;Gasdruckfeder G10-23;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;17;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;16;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;18;500053323;Sperrkantscheibe SKB-6-NrFSt;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;19;500327166;Sechskantschr.M8x20 ISO4017-A4-80;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;20;700019602;Sechskantm.M8 ISO4032-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
3;1;500571715;Schürzenklappe isoliert;2;ST;86;SP;1;PD;F;ROH;;88;73814;S8MOB2;W06;
3;2;500566372;Scharnier Schürzenklappe;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;3;500569294;Scharnier Abdeckung lackiert;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500547279;Konsole 1 li kpl;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;5;500547273;Konsole 1 re kpl;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;6;500057305;Sperrkantscheibe SKB-8-NrFSt;24;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;7;500329819;Sechskantschr.M8x25 ISO4017-A4-80;12;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;8;650010411;Sechskantm.M8 ISO4032-A4-80;12;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;9;500568809;Beilage 3mm;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;10;500566376;Beilage 2mm;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;11;500566375;Beilage 1mm;12;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;X
3;12;77001266S;Vorreiberschloss kpl. EMKA;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W11;
3;13;63000371S;MEGI-Anschlagpuffer Shore mittel;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W11;X
3;14;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;15;650010410;Sechskantm.M6 ISO4032-A4-80;10;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;16;500571957;Gasdruckfeder G10-23;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;17;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;16;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;18;500053323;Sperrkantscheibe SKB-6-NrFSt;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;19;500327166;Sechskantschr.M8x20 ISO4017-A4-80;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;20;700019602;Sechskantm.M8 ISO4032-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
3;1;500571715;Schürzenklappe isoliert;2;ST;86;SP;1;PD;F;ROH;;88;73814;S8MOB2;W06;
3;2;500566372;Scharnier Schürzenklappe;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;3;500569294;Scharnier Abdeckung lackiert;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500547279;Konsole 1 li kpl;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;5;500566389;Konsole 2 re kpl;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;6;500057305;Sperrkantscheibe SKB-8-NrFSt;24;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;7;500329819;Sechskantschr.M8x25 ISO4017-A4-80;12;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;8;650010411;Sechskantm.M8 ISO4032-A4-80;12;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;9;500568809;Beilage 3mm;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;10;500566376;Beilage 2mm;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;11;500566375;Beilage 1mm;12;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;X
3;12;77001266S;Vorreiberschloss kpl. EMKA;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W11;
3;13;63000371S;MEGI-Anschlagpuffer Shore mittel;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W11;X
3;14;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;15;650010410;Sechskantm.M6 ISO4032-A4-80;10;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;16;500571957;Gasdruckfeder G10-23;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;17;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;16;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;18;500053323;Sperrkantscheibe SKB-6-NrFSt;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;19;500327166;Sechskantschr.M8x20 ISO4017-A4-80;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;20;700019602;Sechskantm.M8 ISO4032-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
2;29;540895GA;Layout GM1 Innsbruck;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500561502;Schwenkarm kpl.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;2;500541467;Bridenhalter kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;3;500537196;Bolzen;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500447812;Gleitlager mit Bund JFM-2430-30 IGUS;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;
3;5;700036199;Sechskantm.M16 ISO7040-A2-70;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;X
3;6;500487164;Scheibe 16 ISO7094-100HV-A4;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
3;11;500349648;Loctite 270 BO 50ML EGFD;    0,001;KG;86;SP;1;V1;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500553878;1/1/49;    0,000;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500478264;Positionsmagnet PRMAG22-Bombardier1;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;
3;2;500478265;Magnetischer Winkelsensor BOMBARDIER1;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;X
3;3;500565348;Halter Drehwinkelsensor;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500477295;Senkschr.M4x10 ISO10642-A2-70;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;5;812014362;Zylinderschr.M4x12 ISO4762-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;6;815001290;Sperrkantscheibe SKM-4-NrFSt (A4);2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;7;700019583;Sechskantm.M4 ISO4032-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
3;1;500325708;Klebstoff Terostat MS 935 grau 290ml;    0,000;KG;86;SP;1;PD;F;ROH;1;88;70887;S8MOB2;W09;
3;11;500340296;Loctite 243 Schraubensicherung;    0,002;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500098888;Plexus MA 420-2K-MMA;    0,000;KG;86;SP;1;PD;F;ROH;1;88;70887;S8MOB2;W09;
3;12;500388615;Pastensockel PMB5-BK 151-02255;3;ST;86;SP;1;ND;F;ROH;;88;73868;S8MOB2;W12;X
3;1;500595151;Aufstiegschutz vst.;4;ST;86;SP;1;PD;F;ROH;;88;75836;S8MOB2;W05;
3;2;500469307;Stützscheibe;4;ST;86;SP;1;PD;F;ROH;;88;74889;S8MOB2;W05;
3;3;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;74889;S8MOB2;W09;X
3;4;500332596;Sechskantschr.M6x16 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;74889;S8MOB2;W09;X
2;30;540896GA;Layout GM2 Innsbruck;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500561672;Schwenkarm kpl.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;2;500561673;Schwenkarm OG kpl.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;3;500541467;Bridenhalter kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500537196;Bolzen;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;5;700036199;Sechskantm.M16 ISO7040-A2-70;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;X
3;6;500487164;Scheibe 16 ISO7094-100HV-A4;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;7;500447812;Gleitlager mit Bund JFM-2430-30 IGUS;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
3;11;500349648;Loctite 270 BO 50ML EGFD;    0,001;KG;86;SP;1;V1;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500553878;1/1/49;    0,000;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500595151;Aufstiegschutz vst.;4;ST;86;SP;1;PD;F;ROH;;88;75836;S8MOB2;W05;
3;2;500469307;Stützscheibe;4;ST;86;SP;1;PD;F;ROH;;88;74889;S8MOB2;W05;
3;3;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;74889;S8MOB2;W09;X
3;4;500332596;Sechskantschr.M6x16 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;74889;S8MOB2;W09;X
2;31;540897GA;Layout GM3 Innsbruck;1;ST;86;SP;300;PD;E;HALB;1;15;71911;INV;;
3;1;500561502;Schwenkarm kpl.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;2;500541467;Bridenhalter kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;3;500537196;Bolzen;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500447812;Gleitlager mit Bund JFM-2430-30 IGUS;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;
3;5;700036199;Sechskantm.M16 ISO7040-A2-70;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;X
3;6;500487164;Scheibe 16 ISO7094-100HV-A4;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
3;11;500349648;Loctite 270 BO 50ML EGFD;    0,001;KG;86;SP;1;V1;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500553878;1/1/49;    0,000;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500595151;Aufstiegschutz vst.;4;ST;86;SP;1;PD;F;ROH;;88;75836;S8MOB2;W05;
3;2;500469307;Stützscheibe;4;ST;86;SP;1;PD;F;ROH;;88;74889;S8MOB2;W05;
3;3;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;74889;S8MOB2;W09;X
3;4;500332596;Sechskantschr.M6x16 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;74889;S8MOB2;W09;X
2;32;540898GA;Layout GM6 Innsbruck;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500561502;Schwenkarm kpl.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;2;500541467;Bridenhalter kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;3;500537196;Bolzen;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500447812;Gleitlager mit Bund JFM-2430-30 IGUS;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;
3;5;700036199;Sechskantm.M16 ISO7040-A2-70;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;X
3;6;500487164;Scheibe 16 ISO7094-100HV-A4;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
3;11;500349648;Loctite 270 BO 50ML EGFD;    0,001;KG;86;SP;1;V1;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500553878;1/1/49;    0,000;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500478264;Positionsmagnet PRMAG22-Bombardier1;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;
3;2;500478265;Magnetischer Winkelsensor BOMBARDIER1;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;X
3;3;500565348;Halter Drehwinkelsensor;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W05;
3;4;500477295;Senkschr.M4x10 ISO10642-A2-70;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;5;812014362;Zylinderschr.M4x12 ISO4762-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;6;815001290;Sperrkantscheibe SKM-4-NrFSt (A4);2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;7;700019583;Sechskantm.M4 ISO4032-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S8MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S8MOB2;W09;
3;1;500325708;Klebstoff Terostat MS 935 grau 290ml;    0,000;KG;86;SP;1;PD;F;ROH;1;88;70887;S8MOB2;W09;
3;11;500340296;Loctite 243 Schraubensicherung;    0,002;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S8MOB2;W09;
3;1;500098888;Plexus MA 420-2K-MMA;    0,000;KG;86;SP;1;PD;F;ROH;1;88;70887;S8MOB2;W09;
3;12;500388615;Pastensockel PMB5-BK 151-02255;3;ST;86;SP;1;ND;F;ROH;;88;73868;S8MOB2;W12;X
3;1;500595151;Aufstiegschutz vst.;4;ST;86;SP;1;PD;F;ROH;;88;75836;S8MOB2;W05;
3;2;500469307;Stützscheibe;4;ST;86;SP;1;PD;F;ROH;;88;74889;S8MOB2;W05;
3;3;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;74889;S8MOB2;W09;X
3;4;500332596;Sechskantschr.M6x16 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;74889;S8MOB2;W09;X
2;33;540914GA;Betriebsmittel Flexity Innsbruck;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;5;500156494;Schmierfett Klüber Barrierta L25DL;    0,100;KG;86;SP;1;PD;F;ROH;1;88;W-FIN001;S8MOB2;W09;
3;6;67000087S;Schmierfett Isoflex LDS18 Spezial;    0,200;KG;86;SP;1;PD;F;ROH;1;88;W-FIN001;S8MOB2;W09;
3;8;500485813;Schraubensich.-Acryllackstift RAL1018;7;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S8MOB2;W02;X
3;11;3EJC900253P0336;Dichtring zu Ölniveauschraube;4;ST;86;SP;1;PD;F;ROH;;88;74241;S8MOB2;W01;
3;12;3EJC900253P0337;Dichtring zu Ölablaßschraube;4;ST;86;SP;1;PD;F;ROH;;88;74241;S8MOB2;W01;
3;13;3EJC900253P0007;Dichtring zu Öleinfüllschraube;4;ST;86;SP;1;PD;F;ROH;;88;74241;S8MOB2;W01;
2;34;551786GA;Ausfertigung Wagen kpl.Aussen E-Anteil;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500554051;Seitenblinkleuchte LED;6;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;E8MOB2;W11;
3;2;500561531;Hauptkamera Rückspiegel SIL1-8mm links;2;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;E8MOB2;W01;
3;3;500561530;Hauptkamera Rückspiegel SIL1-8mm re.;2;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;E8MOB2;W01;
3;4;500561532;Nebenkamera Boden gem. SIL1-2,5mm rechts;2;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;E8MOB2;W01;
3;5;500561533;Nebenkamera Boden gem. SIL1-2,5mm links;2;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;E8MOB2;W01;
3;6;500553920;Einbau-Aussenlautsprecher ES-15/LED;8;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;E8MOB2;W01;
3;7;500579166;GFK Lautsprecherabdeckung CM1 7;4;ST;86;SP;1;PD;F;ROH;;88;74305;E8MOB2;W06;
3;8;500579167;GFK Lautsprecherabdeckung SM2 6;4;ST;86;SP;1;PD;F;ROH;;88;74305;E8MOB2;W06;
3;50;500564045;Halbzylinder Europrofil KABA;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;E8MOB2;W11;
3;51;500564044;Schlüsselschalter;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;E8MOB2;W02;
3;52;500565093;Rosette für Profilzylinder;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;E8MOB2;W02;X
3;53;500474903;Adapterplatte Bl 16Ax78x82 EN10029;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;E8MOB2;W05;
