Stf;Pos.;MaterialP;Objektkurztext;Menge;ME;R;Werk;LOrt;ZTP;Horiz;DMk;BeschArt;MArt;ArbPlatz;ÄndNr;EKG;SchGut
 3;0030;500448530;Beilage 2mm;       20;ST;;86;88;SP;001;PD;F;ROH;S6MOB3;W-VIE001M;W05;
 3;0031;500554731;Haltewinkel Luftduese Vorne;        1;ST;;86;88;SP;001;PD;F;ROH;S6MOB3;W-VIE001M;W05;
 3;0032;500370496;Senkschr.M6x30 ISO10642-A2-70;        6;ST;;86;88;SP;001;ND;F;ROH;S6MOB3;W-VIE001M;W09;X
 3;0001;500036716;Montagepaste Klüber 46MR401;    0,000;KG;1;86;88;SP;001;PD;F;ROH;S6MOB3;75134;W09;
 3;0001;500546972;Klebstoff Teroson MS 9399 grau 2x200ml;    0,270;KG;1;86;88;SP;001;PD;F;ROH;S6MOB3;W-VIE001M;W09;
 3;0001;500546976;Klebstoff Sikaflex-268 PowerCure schwarz;    2,600;KG;1;86;48;SP;001;PD;F;ROH;S6MOB3;74287;W09;
 3;0004;500539443;Haftvermittler Sika Primer-207;    0,160;KG;1;86;88;SP;001;PD;F;ROH;S6MOB3;74287;W09;
 3;0038;500287173;Primer 3M 94;    0,001;KG;1;86;88;SP;001;PD;F;ROH;S6MOB3;W-VIE001M;W02;X
 3;0039;500533126;Gewindeplatte Haltestange lang;        2;ST;;86;88;SP;001;PD;F;ROH;S6MOB3;72515;W05;
 3;0040;500230833;Halbrundkopfschr.M5x20 ISO7380-2-A2-70;        2;ST;;86;88;SP;001;ND;F;ROH;S6MOB3;72515;W09;X
 3;0011;500340296;Loctite 243 Schraubensicherung;    0,002;KG;1;86;88;SP;001;PD;F;ROH;S6MOB3;W-VIE001;W09;
 3;0042;500420092;Loctite 5203 CR 300ML;    0,001;KG;1;86;88;SP;001;PD;F;ROH;S6MOB3;73977;W09;
 2;0005;532847BM7;Anbau Intercardaempfer;        1;ST;1;86;15;SP;300;PD;E;HALB;INV;75721;;
 3;0001;500552180;Inter-Car Schlingerdämpfer;        2;ST;;86;88;SP;001;PD;F;ROH;S6MOB3;W-VIE001M;W01;
 3;0002;500331674;Sechskantschr.M12x80 ISO4017-A4-80;        8;ST;;86;88;SP;001;ND;F;ROH;S6MOB3;W-VIE001M;W09;X
 3;0003;500333914;Scheibe 12 ISO7089-200HV-A4;       16;ST;;86;88;SP;001;ND;F;ROH;S6MOB3;W-VIE001M;W09;X
 3;0004;650010413;Sechskantm.M12 ISO4032-A4-80;        8;ST;;86;88;SP;001;ND;F;ROH;S6MOB3;W-VIE001M;W09;X
 3;0001;500036716;Montagepaste Klüber 46MR401;    0,000;KG;1;86;88;SP;001;PD;F;ROH;S6MOB3;75134;W09;
 2;0007;500581212;Gelenksverkabelung GM1 Fzg. 3-16;        1;ST;1;86;15;SP;300;PD;E;HALB;INV;75721;;
 3;0001;500540043_Z1;Kabelbaum Gelenk GM1-RO-001;        1;ST;1;86;15;SP;200;PD;E;HALB;E8MOB3;74362;;
 4;0050;500557487;Dichtung;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W02;
 4;0051;500557486;Verschraubungsplatte GM LV;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0052;500557485;Verschraubungsplatte GM HV;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0053;500557489;Bride Tfl 25x136x214 DIN16984 SUSTAMID 6;        3;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W02;X
 4;0054;500474313;Schellenhalter  Bl 2x41,7x214 EN10259;        3;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0055;500557488;Bride Tfl 25x90x170 DIN16984 SUSTAMID 6;        3;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W02;X
 4;0056;500474312;Schellenhalter Bl 2x41,7x170 EN10259;        3;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0150;500558213;Gewindebolzen BM8x130 DIN976-1 A4-80;        6;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W02;
 4;0151;500558214;Gewindebolzen BM8x170 DIN976-1 A4-80;        6;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W02;
 4;0210;650010411;Sechskantm.M8 ISO4032-A4-80;       42;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0291;500440439;Sechskantm.M8 ISO7040-A4-70;       12;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0303;815001297;Sperrkantscheibe SKS-8-NrFSt;       12;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0429;500418142;Rohrkabelschuh 70-10 feind.schmal 7SG/10;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0432;500403473;Rohrkabelschuh 95-10 feind.schmal 8SG/10;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0435;500397401;Rohrkabelschuh 120-10feind.schmal 9SG/10;        8;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0437;500464651;Rohrkabelschuh 150-10 feind.schm.10SG/10;        8;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0503;500393009;Kabelverschraubung M25x1,5 BG825 Ms vern;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W04;X
 4;0504;500448766;Kabelverschraubung M32x1,5 / L 15mm;       14;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W04;X
 4;0514;500488365;Verschlussschr.M25x1,5 87225/6k/15lg;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W12;X
 4;0515;500465652;Verschlussschr.M32x1,5 87232/6k/15lg;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0546;500190715;Flachdichtung M25 Di25 Da31 1,0dick PTFE;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0547;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;       18;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0548;500240670;Flachdichtung M40 Di40 Da47 1dick PTFE;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0561;650117375;Schutzschlauch NW29-PA12;   16,500;M;1;86;88;SP;001;PD;F;ROH;EKAB;74362;W11;
 4;0572;500447002;Anschlussarmatur NKNH-M409-13: PMA;       16;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W11;
 4;0603;500139626;Halbschalen BGN-S29G;       24;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W11;
 4;0001;500036716;Montagepaste Klüber 46MR401;    0,000;KG;1;86;88;SP;001;PD;F;ROH;EKAB;75134;W09;
 4;0011;500340296;Loctite 243 Schraubensicherung;    0,038;KG;1;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W09;
 4;1001;500540043_Z;Zuschnitt Kabelbaum Gelenk GM1-RO-001;        1;ST;1;86;15;SP;200;PD;E;HALB;EKAB;74362;;
 5;0350;500446987;Radox EN50264-3-1 1800V 1x150mm2;   12,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W11;
 5;0351;500446986;Radox EN50264-3-1 1800V 1x120mm2;   16,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W12;
 5;0352;500422673;Radox EN50264-3-1 1800V 1x95mm2;    4,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W11;
 5;0353;500422671;Radox EN50264-3-1 1800V 1x70mm2;   12,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W12;
 5;0363;500422656;Radox EN50264-3-1 600V 1x6mm2;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0365;500446988;Radox EN50264-3-1 600V 1x2,5mm2;   12,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0366;500422674;Radox EN50264-3-1 600V 1x1,5mm2;   40,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0371;500422653;Radox EN50306-2 300V 1x1,5mm2;  250,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0376;500447305;Radox EN50306-4 P 300V 2x2x0,5mm2;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0378;500422529;Radox EN50306-4 3P 300V 2x1,0mm2;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W12;
 5;0379;500422630;Radox EN50306-4 3P 300V 4x0,5mm2;   15,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0382;500537773;Koaxialkabel RF179 75Ohm;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0383;500537774;Koaxialkabel RF59 75 Ohm;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0385;500220806;MVB-Zugbusleitg. BL-02XS(ST)CHX 2x2x0,5;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W05;
 5;0386;100224742;Datenbusleitung 4x22AWG XM S E BU-Radox*;   15,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0388;500400876;Radox 3 GKW FR RW 1,5mm2;  145,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0390;500542738;Kabel 3GKW/S FR RW EMC 2x1,0mm2;   25,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 4;0001;500349619;Griffblech m.Schraubadapter BG 24B Modul;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W04;X
 4;0002;500036922;Gelenkrahmen BG 24B, a-f;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0010;960004140;Stifteinsatz Han Quintax/Coax-Modul;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0011;500484705;Han Modul-Adapter Stifteinsatz;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0012;500508183;Stifteinsatz Han Megabit Kontakte 2x4;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;75033;W11;
 4;0020;960004124;Han Quintax-Z-Stiftkontakt;        6;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W04;X
 4;0021;500228077;Han D Coax-Stiftkontakt (M);        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W04;X
 4;0030;960004126;Kontaktstift 0,5mm2 Han D, Au;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0031;960004138;Kontaktstift 0,14-0,37mm2 Han D, Au;       26;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0050;500229183;Quintax-Metalladapter;        6;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0051;500412375;Crimpflansch 5,0-6,0 InduCom;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0052;500505866;Crimphülse 9,0-10,0 InduCom;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0001;500349619;Griffblech m.Schraubadapter BG 24B Modul;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W04;X
 4;0002;500036922;Gelenkrahmen BG 24B, a-f;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0010;500075131;Stifteinsatz Han Multikontakt-Modul;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0011;500036958;Stifteinsatz Han DD-Modul;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;72230;W04;X
 4;0012;500311772;Stifteinsatz Han DDD-Modul;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;72230;W04;X
 4;0013;500094832;Stifteinsatz Han C-Modul 5mm Kabeld.;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;72230;W11;
 4;0020;500363655;Kontaktstift 75 Ohm Koax, Au;       10;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0021;500039959;Kontaktstift 6,0mm2 Han C, Ag;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0030;500096058;Kontaktstift 1,0mm2 Han D, Au;       24;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0031;960004126;Kontaktstift 0,5mm2 Han D, Au;       26;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0001;81611494S;1-Leiter-Federleiste X-COM 5pol.grau;        1;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001M;W05;X
 4;0040;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;        1;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001M;W05;X
 4;0001;81611493S;1-Leiter-Federleiste X-COM 10pol.grau;       20;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001M;W05;X
 4;0040;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;       40;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001M;W05;X
 3;0136;700014375;Sechskantschr.M10x30 ISO4017-A2-70;        4;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0137;700014383;Sechskantschr.M10x35 ISO4017-A2-70;        1;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0149;500182243;Sechskantschraube M 6x20 ISO 4017-A4-80;       44;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0205;700019611;Sechskantm.M10 ISO4032-A2-70;        5;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0291;500440439;Sechskantm.M8 ISO7040-A4-70;       12;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0302;815001308;Sperrkantscheibe SKS-6-NrFSt;       44;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0303;815001297;Sperrkantscheibe SKS-8-NrFSt;       12;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0304;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;       10;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0001;500036716;Montagepaste Klüber 46MR401;    0,000;KG;1;86;88;SP;001;PD;F;ROH;E8MOB3;75134;W09;
 3;0001;650010412;Sechskantm.M10 ISO4032-A4-80;        4;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;W-VIE001;W09;X
 3;0002;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;        8;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;W-VIE001;W09;X
 3;0003;500329842;Sechskantschr.M10x30 ISO4017-A4-80;        4;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;W-VIE001;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;1;86;88;SP;001;PD;F;ROH;E8MOB3;72340;W02;
 3;0001;650010412;Sechskantm.M10 ISO4032-A4-80;        1;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;W-VIE001;W09;X
 3;0002;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;W-VIE001;W09;X
 3;0003;500329842;Sechskantschr.M10x30 ISO4017-A4-80;        1;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;W-VIE001;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;1;86;88;SP;001;PD;F;ROH;E8MOB3;72340;W02;
 3;0001;500552942;E-Cupal Unterlegscheibe M6;        4;ST;;86;88;SP;001;PD;F;ROH;E8MOB3;W-VIE001M;W09;X
 3;0002;815001308;Sperrkantscheibe SKS-6-NrFSt;        4;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;W-VIE001M;W09;X
 3;0003;500182243;Sechskantschraube M 6x20 ISO 4017-A4-80;        4;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74611;W09;X
 3;0952;67000067S;Kontaktfett Contactal HPG;    0,004;KG;1;86;88;SP;001;PD;F;ROH;E8MOB3;W-VIE001M;W15;
 2;0008;500581213;Gelenksverkabelung GM6 Fzg. 3-16;        1;ST;1;86;15;SP;300;PD;E;HALB;INV;75721;;
 3;0001;500540044_Z1;Kabelbaum Gelenk GM6-RO-001;        1;ST;1;86;15;SP;200;PD;E;HALB;E8MOB3;74362;;
 4;0050;500557487;Dichtung;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W02;
 4;0051;500557486;Verschraubungsplatte GM LV;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0052;500557485;Verschraubungsplatte GM HV;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0053;500557489;Bride Tfl 25x136x214 DIN16984 SUSTAMID 6;        3;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W02;X
 4;0054;500474313;Schellenhalter  Bl 2x41,7x214 EN10259;        3;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0055;500557488;Bride Tfl 25x90x170 DIN16984 SUSTAMID 6;        3;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W02;X
 4;0056;500474312;Schellenhalter Bl 2x41,7x170 EN10259;        3;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0150;500558213;Gewindebolzen BM8x130 DIN976-1 A4-80;        6;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W02;
 4;0151;500558214;Gewindebolzen BM8x170 DIN976-1 A4-80;        6;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W02;
 4;0210;650010411;Sechskantm.M8 ISO4032-A4-80;       42;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0291;500440439;Sechskantm.M8 ISO7040-A4-70;       12;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0303;815001297;Sperrkantscheibe SKS-8-NrFSt;       12;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0429;500418142;Rohrkabelschuh 70-10 feind.schmal 7SG/10;        6;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0432;500403473;Rohrkabelschuh 95-10 feind.schmal 8SG/10;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0435;500397401;Rohrkabelschuh 120-10feind.schmal 9SG/10;        8;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0437;500464651;Rohrkabelschuh 150-10 feind.schm.10SG/10;        8;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0503;500393009;Kabelverschraubung M25x1,5 BG825 Ms vern;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W04;X
 4;0504;500448766;Kabelverschraubung M32x1,5 / L 15mm;       14;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W04;X
 4;0515;500465652;Verschlussschr.M32x1,5 87232/6k/15lg;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0546;500190715;Flachdichtung M25 Di25 Da31 1,0dick PTFE;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0547;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;       18;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0548;500240670;Flachdichtung M40 Di40 Da47 1dick PTFE;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0561;650117375;Schutzschlauch NW29-PA12;   16,500;M;1;86;88;SP;001;PD;F;ROH;EKAB;74362;W11;
 4;0572;500447002;Anschlussarmatur NKNH-M409-13: PMA;       16;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W11;
 4;0603;500139626;Halbschalen BGN-S29G;       24;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W11;
 4;0001;500036716;Montagepaste Klüber 46MR401;    0,000;KG;1;86;88;SP;001;PD;F;ROH;EKAB;75134;W09;
 4;0011;500340296;Loctite 243 Schraubensicherung;    0,038;KG;1;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W09;
 4;1001;500540044_Z;Zuschnitt Kabelbaum Gelenk GM6-RO-001;        1;ST;1;86;15;SP;200;PD;E;HALB;EKAB;74362;;
 5;0350;500446987;Radox EN50264-3-1 1800V 1x150mm2;   12,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W11;
 5;0351;500446986;Radox EN50264-3-1 1800V 1x120mm2;   16,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W12;
 5;0352;500422673;Radox EN50264-3-1 1800V 1x95mm2;    4,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W11;
 5;0353;500422671;Radox EN50264-3-1 1800V 1x70mm2;   16,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W12;
 5;0362;500422657;Radox EN50264-3-1 600V 1x10mm2;   28,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0363;500422656;Radox EN50264-3-1 600V 1x6mm2;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0366;500422674;Radox EN50264-3-1 600V 1x1,5mm2;   12,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0371;500422653;Radox EN50306-2 300V 1x1,5mm2;  225,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0376;500447305;Radox EN50306-4 P 300V 2x2x0,5mm2;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0378;500422529;Radox EN50306-4 3P 300V 2x1,0mm2;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W12;
 5;0379;500422630;Radox EN50306-4 3P 300V 4x0,5mm2;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0382;500537773;Koaxialkabel RF179 75Ohm;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0385;500220806;MVB-Zugbusleitg. BL-02XS(ST)CHX 2x2x0,5;    5,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W05;
 5;0386;100224742;Datenbusleitung 4x22AWG XM S E BU-Radox*;   15,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0388;500400876;Radox 3 GKW FR RW 1,5mm2;  145,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0390;500542738;Kabel 3GKW/S FR RW EMC 2x1,0mm2;   15,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 4;0001;500349619;Griffblech m.Schraubadapter BG 24B Modul;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W04;X
 4;0002;500036922;Gelenkrahmen BG 24B, a-f;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0010;960004140;Stifteinsatz Han Quintax/Coax-Modul;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0011;500484705;Han Modul-Adapter Stifteinsatz;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0012;500508183;Stifteinsatz Han Megabit Kontakte 2x4;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;75033;W11;
 4;0020;960004124;Han Quintax-Z-Stiftkontakt;        6;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W04;X
 4;0021;500228077;Han D Coax-Stiftkontakt (M);        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W04;X
 4;0030;960004126;Kontaktstift 0,5mm2 Han D, Au;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0031;960004138;Kontaktstift 0,14-0,37mm2 Han D, Au;       26;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0050;500229183;Quintax-Metalladapter;        6;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0051;500412375;Crimpflansch 5,0-6,0 InduCom;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0052;500505866;Crimphülse 9,0-10,0 InduCom;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0001;500349619;Griffblech m.Schraubadapter BG 24B Modul;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W04;X
 4;0002;500036922;Gelenkrahmen BG 24B, a-f;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0010;500075131;Stifteinsatz Han Multikontakt-Modul;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0011;500036958;Stifteinsatz Han DD-Modul;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;72230;W04;X
 4;0012;500311772;Stifteinsatz Han DDD-Modul;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;72230;W04;X
 4;0013;500094832;Stifteinsatz Han C-Modul 5mm Kabeld.;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;72230;W11;
 4;0020;500363655;Kontaktstift 75 Ohm Koax, Au;       10;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0021;500039959;Kontaktstift 6,0mm2 Han C, Ag;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0030;500096058;Kontaktstift 1,0mm2 Han D, Au;       24;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0031;960004126;Kontaktstift 0,5mm2 Han D, Au;       26;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0001;81611494S;1-Leiter-Federleiste X-COM 5pol.grau;        3;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001M;W05;X
 4;0040;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;        3;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001M;W05;X
 4;0001;81611493S;1-Leiter-Federleiste X-COM 10pol.grau;       17;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001M;W05;X
 4;0040;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;       34;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001M;W05;X
 3;0136;700014375;Sechskantschr.M10x30 ISO4017-A2-70;        4;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0137;700014383;Sechskantschr.M10x35 ISO4017-A2-70;        1;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0149;500182243;Sechskantschraube M 6x20 ISO 4017-A4-80;       44;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0205;700019611;Sechskantm.M10 ISO4032-A2-70;        5;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
 3;0291;500440439;Sechskantm.M8 ISO7040-A4-70;       12;ST;;86;88;SP;001;ND;F;ROH;E8MOB3;74362;W09;X
